rt,response,subj_idx,attention,coherency,prioritization,stimulus,run,_response,id,cpp_peak,cpp_slope,cpp_amplitude,index
0.313458826017268,1.0,008,double,high,no,car,2,1.0,6,6.6770800765914485e-06,-1.6990240662573317e-05,2.998919309407734e-06,150.0
0.481487073750031,0.0,007,double,low,no,face,2,0.0,6,3.360596195760067e-06,-8.049644977990206e-06,2.8690667268592857e-06,150.0
0.901152892369282,0.0,006,left,low,yes,face,2,0.0,6,4.907034815982469e-06,1.2717274122104827e-05,2.8225341264014576e-06,150.0
0.309759250631942,1.0,003,double,high,no,face,2,0.0,6,4.210163394668475e-06,-2.3976142460028595e-05,3.025716875544497e-06,150.0
0.500077431473983,1.0,001,double,low,no,face,2,0.0,6,8.206301127837567e-06,6.164047934016825e-05,4.103869595897214e-06,150.0
0.311689690570347,1.0,017,right,high,yes,car,2,1.0,7,6.7259308129220985e-06,5.110418610401327e-05,2.5952079548760082e-06,151.0
0.316820279272179,1.0,016,double,high,no,face,2,0.0,7,4.141057024759237e-06,5.6194180655681737e-05,1.0160847110458088e-05,151.0
0.380492084717844,1.0,015,left,low,yes,face,2,0.0,7,3.13511206061645e-06,-9.428928692991145e-06,8.834590371984526e-07,151.0
1.58815291644351,1.0,014,double,low,no,face,2,0.0,7,4.090327909687658e-06,3.0474872339631642e-05,1.8088926223499653e-06,151.0
0.233228264080935,1.0,013,left,high,yes,car,2,1.0,7,1.444713575609978e-06,2.8957821545054737e-05,2.718662777475048e-06,151.0
0.710328032218058,0.0,012,double,low,no,car,2,1.0,7,5.280437262660948e-06,2.2449893532225154e-05,2.577207117777689e-06,151.0
0.184394917120244,1.0,010,right,high,yes,car,2,1.0,7,3.9771122798989296e-06,5.0019465311346816e-05,7.984671457355144e-06,151.0
0.279053688483145,1.0,008,right,low,yes,face,2,0.0,7,3.60132994825274e-06,1.7308258388335282e-05,-1.3095105506113639e-06,151.0
0.438298625118478,1.0,007,double,low,no,face,2,0.0,7,3.5784307412299194e-06,2.1759244012243133e-05,-2.4202380958416047e-06,151.0
0.32422980472893,1.0,006,right,high,yes,face,2,0.0,7,2.8423045652624098e-06,1.4835257690473267e-05,1.8172144740711424e-06,151.0
0.265620809139364,1.0,005,left,low,yes,car,2,1.0,7,3.436599858134521e-06,4.675718687104441e-05,4.8450674291796835e-06,151.0
0.340195489984126,1.0,003,double,high,no,car,2,1.0,7,5.439215493911997e-06,-3.464233659157476e-05,1.913295478254478e-06,151.0
0.451763013366872,1.0,001,left,low,yes,face,2,0.0,7,6.573547437632423e-06,1.299046396818893e-05,5.6888412737461765e-06,151.0
0.383053293116973,0.0,017,double,low,no,face,2,0.0,8,4.677333288721118e-06,3.7000450792417167e-05,4.50997190612473e-06,152.0
0.57441794308852,1.0,016,double,high,no,face,2,0.0,8,5.159337484379251e-06,1.385635384594438e-05,1.3155189853820042e-05,152.0
0.287038428126834,1.0,015,right,high,yes,car,2,1.0,8,5.597194876453045e-06,3.769981850821914e-05,6.802317649998452e-07,152.0
0.947892442995908,0.0,014,double,low,no,car,2,1.0,8,5.892861865476414e-06,2.9123747445603155e-05,7.31795767669023e-07,152.0
0.302816595708464,1.0,013,right,low,yes,face,2,0.0,8,6.438184143725247e-06,5.8219138077482675e-05,5.885358541753749e-06,152.0
0.234674028393783,1.0,012,left,high,yes,car,2,1.0,8,8.825030233331608e-06,9.67284079121577e-05,8.276346926161877e-06,152.0
0.391975556052785,1.0,011,double,high,no,car,2,1.0,8,2.311492382540119e-06,-7.257344160883353e-06,6.08739196178606e-07,152.0
0.243021096563552,1.0,010,left,low,yes,car,2,1.0,8,6.827269653170931e-06,6.091983496169123e-05,4.9588646958304874e-06,152.0
0.379474361916436,1.0,009,right,low,yes,face,2,0.0,8,4.891569167287672e-06,-2.438120589273982e-05,2.3460252947693864e-06,152.0
0.239583093405599,1.0,008,double,high,no,car,2,1.0,8,3.438631821339147e-06,1.2199806157711244e-05,2.3852276461309362e-06,152.0
0.457354749263686,1.0,007,left,low,yes,car,2,1.0,8,5.230571113420031e-06,3.5805451923319764e-05,2.4442049284703044e-06,152.0
0.397055621934669,1.0,006,double,low,no,car,2,1.0,8,1.938281466340094e-06,8.981939570130712e-06,8.245120761480913e-07,152.0
0.45985091260809,1.0,005,double,low,no,car,2,1.0,8,3.251362833734198e-06,2.659715454002403e-05,2.5617144597851915e-06,152.0
0.407888739266582,1.0,003,right,high,yes,face,2,0.0,8,4.010878988143254e-06,-2.2251040052386955e-05,2.687730938920811e-06,152.0
0.32851485224819,1.0,001,double,low,no,car,2,1.0,8,2.631399526777504e-06,9.011374840973767e-06,1.2912415044574275e-06,152.0
0.251343693977105,1.0,017,left,high,yes,face,2,0.0,9,4.631520600043821e-06,5.217916428848566e-05,4.478110269959553e-06,153.0
0.270873640802165,1.0,016,right,high,yes,face,2,0.0,9,4.56530473750642e-06,4.219920012084546e-05,6.022056659242716e-06,153.0
0.286468450301982,1.0,013,right,high,yes,car,2,1.0,9,5.052200782861675e-06,5.536491851729335e-05,3.562496366559276e-06,153.0
0.283932575141989,1.0,012,right,high,yes,face,2,0.0,9,9.705036684677629e-06,5.191947181561657e-05,6.917026931873994e-06,153.0
0.216753415642984,1.0,010,right,low,yes,car,2,1.0,9,4.226311147815047e-06,-4.770366709795155e-05,1.430817202190602e-06,153.0
0.475714932748815,1.0,008,double,high,no,car,2,1.0,9,3.7262145925082333e-06,-4.175297097190335e-05,-1.4792330543978766e-06,153.0
