response_time,response_corr,subject,attention,coherency,prioritization,category,cpp_peak,cpp_slope,cpp_amplitude
0.471988309349399,1,sub-015,double,low,no,car,7.108835875727648e-06,-8.753946816565701e-06,1.0635886261129623e-06
0.442857938265661,1,sub-015,double,low,no,face,4.820881167797833e-06,2.3572162795115832e-05,3.4124211958064406e-06
0.273052527074469,1,sub-015,double,high,no,face,-7.93190956303035e-07,-2.310558718768918e-05,-1.1985803142379443e-07
0.39292173308786,1,sub-015,right,low,yes,face,5.320002222275073e-06,6.238505045646547e-06,8.327419204471046e-06
0.324149965803372,1,sub-015,double,high,no,car,2.9252100516147288e-06,2.649050350159647e-05,8.463500552883157e-07
0.813545437791618,1,sub-015,left,high,yes,face,100.0,5.065182698324058e-05,3.14099732621396e-06
0.585216477367794,1,sub-015,double,low,no,face,2.459797383790115e-06,-4.69692051472841e-06,3.7245949231398754e-06
0.564546669309493,1,sub-015,double,low,no,face,2.8539240345881272e-06,-2.573981979356045e-05,2.915787913055481e-06
0.318580815772293,1,sub-015,double,high,no,car,5.6708155092441575e-06,7.519241100086871e-05,3.5762116647503485e-06
0.351725492306286,1,sub-015,double,low,no,car,100.0,7.744086986839605e-05,5.9552228267573505e-06
0.503267208201578,1,sub-015,double,high,no,face,100.0,-7.242550385130332e-05,-1.0228037211976043e-06
0.656686188391177,1,sub-015,double,high,no,face,5.510073857322619e-06,-2.3682618748146498e-05,2.9164217619163664e-07
0.468161703727674,0,sub-015,double,low,no,face,6.755111351598979e-06,7.270135614072663e-05,2.249771251115405e-06
0.465005100209964,1,sub-015,right,low,yes,car,6.574005560213953e-06,-2.4681734097982692e-05,4.427621388505455e-06
0.38779271292151,1,sub-015,double,high,no,face,6.287676478934534e-06,2.4351758274209828e-05,5.857442469969955e-06
0.772119804954855,1,sub-015,right,low,yes,car,6.241849943187437e-06,-4.897554922013584e-05,-2.3545624318840073e-06
0.380710507655749,1,sub-015,double,high,no,face,3.62181022718229e-06,-3.744831361000493e-05,-1.7297791167016459e-06
0.326989262219286,1,sub-015,left,low,yes,car,1.3402198457773969e-06,1.727911910178925e-05,-2.427455215391752e-06
0.374295022949809,1,sub-015,double,high,no,car,2.3179324488124586e-06,2.663249663563468e-05,-9.875117545034511e-07
0.36137799199787,1,sub-015,left,low,yes,face,100.0,3.6519020573298254e-05,2.5044915301074464e-06
0.413090512389317,1,sub-015,right,low,yes,face,9.66059908479271e-07,1.9820643619811262e-05,-9.048314913867956e-07
0.258705536834896,1,sub-015,left,high,yes,car,9.474964416274611e-06,9.260998740065498e-05,3.165969192359092e-06
0.345374737837119,1,sub-015,left,high,yes,car,2.5853633475891724e-06,-3.1558454764159916e-06,2.9579907331149035e-06
0.412187331618043,1,sub-015,double,high,no,face,3.4956359010038203e-06,-2.6874524204365337e-05,-2.600057420475774e-06
0.439118050999241,1,sub-015,double,low,no,face,3.985903729476181e-06,1.7897983999358013e-05,7.822006385657718e-07
0.442144783504773,1,sub-015,left,low,yes,face,4.40904962812072e-06,8.551166896494807e-06,3.1751090287163506e-06
0.450778191036079,1,sub-015,double,low,no,face,4.4063509736339355e-07,-3.9153001474567257e-05,-1.239800460508413e-06
0.443016318138689,0,sub-015,right,low,yes,face,100.0,4.6335375103227324e-05,3.997469767442905e-07
0.216015285666799,1,sub-015,right,low,yes,car,1.3846787151438366e-06,2.5256046372129268e-05,-2.7014547300295244e-06
0.307505556731485,1,sub-015,double,high,no,car,3.841470766699503e-06,-1.2561483360488618e-05,-1.6914786830900686e-07
0.387193329923321,1,sub-015,double,low,no,car,100.0,5.070906795720916e-05,-3.50633592330996e-07
0.312866857420886,1,sub-015,double,high,no,car,3.099639811802127e-06,-9.442443035420476e-05,-2.886739935247866e-06
0.207782674231566,1,sub-015,right,high,yes,car,6.109190705364857e-07,-2.118546945439235e-05,-5.142754844413504e-07
0.214915451128036,1,sub-015,right,low,yes,car,4.936643360875105e-06,5.1964455058814235e-06,8.759581381431672e-07
0.200153717538342,1,sub-015,left,high,yes,face,2.145420469416889e-06,2.0454656563451767e-05,1.973804105408069e-07
0.178627600806067,1,sub-015,right,low,yes,car,7.4600742619334435e-06,5.429249443963286e-05,3.067112355650661e-06
0.171332523110323,1,sub-015,double,low,no,car,5.240783929497791e-06,1.9824382916796045e-05,5.618657542265147e-06
0.20395705132978,1,sub-015,right,high,yes,face,5.924193940419599e-06,-8.004336082612927e-06,4.060172919973472e-06
0.455853761086473,1,sub-015,double,low,no,car,1.0472983486153185e-06,-1.7896701004044857e-05,2.931969455692145e-06
0.234071265993407,1,sub-015,right,low,yes,face,100.0,-3.200019136316061e-05,4.537279507103241e-07
0.16677219767007,1,sub-015,right,low,yes,face,2.2359845103803684e-06,5.017838957228576e-06,-2.835031305931573e-06
0.168588966160314,1,sub-015,double,low,no,face,4.033173294918489e-06,3.871267495585828e-05,-1.1335592657362643e-06
0.394884760346031,1,sub-015,double,low,no,car,9.959025516071925e-06,5.302000886810745e-05,3.4190184546415394e-06
0.231126273487462,1,sub-015,left,high,yes,face,3.0954961636094546e-06,-4.339819511762298e-05,6.294134261378691e-07
0.185808894253569,1,sub-015,left,low,yes,car,5.158573627894501e-06,4.802831768843067e-05,3.0732998061099354e-06
0.305186443438288,1,sub-015,left,low,yes,car,100.0,1.067371981485056e-05,1.833387163464742e-06
0.22030707434169,1,sub-015,double,low,no,face,1.0364840393684577e-05,4.819317845419416e-05,3.910306921626805e-06
0.182639963168185,1,sub-015,right,high,yes,car,1.7652358063114577e-06,2.989973197352486e-05,2.6245645154138675e-06
0.38736478620558,1,sub-015,double,high,no,face,2.4345927014170613e-06,-2.506663741691793e-05,1.3794795871586746e-09
0.222060742147733,1,sub-015,right,high,yes,face,1.4047880085833886e-06,-5.694911119051678e-06,1.1823551144711256e-06
0.512291728955461,1,sub-015,double,high,no,car,2.9696832764469564e-06,-2.193021666717651e-05,3.6855015091152905e-06
0.623827359464485,0,sub-015,right,low,yes,face,7.196068872138731e-06,3.45528935715999e-05,6.859861136305357e-06
0.301280705083627,1,sub-015,left,high,yes,face,6.118584834282738e-06,1.726074995798635e-05,5.28965830881004e-06
0.156143181287916,1,sub-015,left,high,yes,car,6.664283109943245e-06,-2.2619440814977756e-05,3.992019317104861e-06
0.434810712904437,1,sub-015,double,high,no,car,8.032422654464308e-06,1.868449467811761e-05,2.125495503237474e-06
0.446384122216841,0,sub-015,double,low,no,car,5.473561539627029e-06,-1.219833776819912e-05,1.6727809149359696e-06
0.370106046873843,1,sub-015,double,high,no,face,5.1482868411136264e-06,4.572675335754538e-05,9.435521532023096e-07
0.316266914625885,1,sub-015,double,low,no,car,6.5096187752124565e-06,-3.5703442263360096e-05,1.8022621919147497e-06
0.554698346793884,1,sub-015,right,low,yes,car,100.0,2.1042444552650672e-05,1.0156992766489693e-06
0.470528836012818,0,sub-015,right,low,yes,car,4.421651285191474e-06,1.8135725477909255e-05,-1.0817588689053224e-06
0.570944176433841,0,sub-015,right,low,yes,car,5.286894361044195e-06,-4.034850850647365e-05,3.211194564907829e-06
0.31378013905487,1,sub-015,left,high,yes,face,100.0,5.59738133983266e-07,4.35018707684274e-06
0.410441784333671,1,sub-015,double,low,no,car,4.966419826799306e-06,-8.136100654204277e-06,5.318335031660716e-06
0.595144081889885,1,sub-015,double,high,no,car,2.089905041686151e-06,1.9839904909008837e-05,3.4189217293175644e-06
0.473823286767583,1,sub-015,right,low,yes,face,6.314372714153341e-06,2.795577061929352e-05,5.771545785943516e-06
0.370760631427402,1,sub-015,right,high,yes,car,3.2596224333362234e-06,4.4340007313026153e-05,2.346147636371761e-06
0.379662259743782,1,sub-015,left,high,yes,car,100.0,2.79627264381057e-05,1.7809025512942317e-06
0.331063157878816,1,sub-015,left,high,yes,car,100.0,2.6373644425421354e-05,2.6344564290132126e-06
0.260268588986946,1,sub-015,left,high,yes,car,100.0,6.377641341619323e-05,6.734981479927048e-07
0.198244212515419,1,sub-015,double,high,no,car,100.0,-5.257616476873567e-05,3.8806396022987343e-07
0.239898916537641,1,sub-015,double,low,no,face,100.0,6.653004909947662e-06,1.860946064265628e-06
0.505676371132722,1,sub-015,right,low,yes,car,2.035553710592669e-07,3.6396099219220036e-06,2.396627861671393e-06
0.189355128182797,1,sub-015,double,high,no,car,100.0,-3.117795575147988e-05,-4.441688580199219e-07
0.263327522436157,1,sub-015,double,high,no,car,5.03725034583252e-06,1.3230817258321498e-05,3.2545653351200503e-06
0.269199169037165,1,sub-015,double,high,no,face,-4.933155140020671e-07,-5.7257758855797696e-05,-1.049525409162946e-06
0.253954354469897,1,sub-015,left,low,yes,face,3.415606713767424e-06,2.3905235403477417e-05,4.26124443239088e-06
0.220970232243417,0,sub-015,double,high,no,car,3.159815765386226e-06,2.4439749554398873e-05,3.3441433016713487e-06
0.402275861124508,1,sub-015,right,high,yes,car,8.081791700677106e-06,5.8540657749994545e-05,7.343465439073932e-06
0.20756868229364,1,sub-015,double,low,no,car,3.1869428318057706e-06,3.409028306293769e-05,5.246626167140584e-06
0.321333558065817,1,sub-015,left,high,yes,car,4.331225203704125e-06,-2.8991010863200778e-05,1.2236842236977657e-07
0.244335560855689,1,sub-015,double,low,no,car,4.693897408125094e-06,3.010332133345815e-05,-2.2974743915698123e-07
0.422007849323563,1,sub-015,double,low,no,face,100.0,2.0002672072472346e-05,2.833608698194183e-06
0.231281128013507,1,sub-015,double,high,no,face,3.5290556316762604e-06,4.9032256535671425e-06,3.392874480274023e-06
0.464712264103582,1,sub-015,double,low,no,face,1.2713614641829864e-06,-4.352302818928358e-06,3.204928454564698e-06
0.394741079013329,0,sub-015,left,low,yes,face,1.2925340931129665e-06,-3.7677659263436667e-06,-6.641515973534781e-07
0.203073500102619,1,sub-015,double,high,no,face,-8.472931421508716e-07,6.078639800205742e-05,-7.226095543352457e-06
0.345520486618625,1,sub-015,double,low,no,car,6.943425113170735e-06,4.8228738797800084e-05,7.631313810325095e-06
0.339082658058032,1,sub-015,double,high,no,face,6.477443995785203e-06,7.486871357432989e-05,5.952760027149231e-06
0.246110935579054,1,sub-015,left,high,yes,car,2.1964671776636193e-06,1.8907166081608227e-05,2.759011933776216e-06
0.32670091430191,1,sub-015,right,high,yes,face,3.0647271664013184e-06,7.368613579801973e-07,2.0994529776446297e-06
0.459438776451861,0,sub-015,double,low,no,face,100.0,-7.396957792702824e-06,1.665738841582437e-06
0.314177220774582,1,sub-015,left,high,yes,car,100.0,3.894417460205941e-05,1.1572140460666073e-06
0.313444732513744,1,sub-015,right,high,yes,car,8.828470558107464e-06,6.365391951377597e-05,2.3964544589626432e-06
0.187898809526814,1,sub-015,double,high,no,car,4.0390722349899146e-06,3.459266659094127e-05,-3.2950086976883463e-06
0.420442789443769,0,sub-015,right,low,yes,car,7.34774409112003e-06,-8.9945080617885e-05,3.2460126737601537e-06
0.577497926307842,1,sub-015,double,high,no,face,4.207519336052378e-06,-2.543670230749815e-05,3.601919626030561e-06
0.256054057128495,1,sub-015,left,low,yes,face,-1.4654766581810893e-06,-2.4814679975413524e-05,5.33472309735378e-07
0.307978225871921,1,sub-015,double,high,no,face,6.223379011140926e-06,2.4258921627049095e-05,3.1781065627971118e-06
0.286217761138687,1,sub-015,double,high,no,car,2.217478942001102e-06,4.396773917444614e-05,5.934612423968754e-06
0.375570923875785,1,sub-015,double,low,no,face,1.1894753127393298e-08,-1.553235035471032e-05,-1.3103007965546538e-06
0.473985764227109,1,sub-015,double,low,no,car,4.440447267624654e-06,3.0256282403593836e-05,4.6081514895144087e-07
0.678881585772615,0,sub-015,right,low,yes,car,4.419484729772721e-06,-6.543310278635719e-06,-3.2571261196425205e-07
0.226092338503804,1,sub-015,right,high,yes,face,4.465432802254528e-07,-3.735311270933957e-06,1.4780609445766836e-06
0.314737680542748,1,sub-015,right,high,yes,car,100.0,1.53093069834892e-05,3.118510969081147e-06
0.158980285836151,1,sub-015,left,low,yes,face,-1.9941419076164712e-07,2.459678774223177e-05,-5.204380623072429e-06
0.261471681442345,1,sub-015,right,low,yes,face,2.977987895896664e-07,3.49250465464709e-05,2.1713096186607245e-06
0.174281981366221,0,sub-015,right,high,yes,car,8.486311956501563e-06,-3.971426203436677e-06,7.122731296147015e-07
0.238768863899168,1,sub-015,double,high,no,car,6.2843323539020215e-06,6.648514779364939e-05,2.877427708713755e-06
0.235140357515775,1,sub-015,right,low,yes,car,5.433517485542146e-06,2.0892433382645237e-05,4.995101848605145e-06
0.333134931395762,1,sub-015,double,low,no,car,3.3359158346674435e-06,3.410768022939129e-05,4.682927600596303e-06
0.368661229760619,1,sub-015,left,low,yes,face,5.410478110191389e-07,2.5176712177429437e-05,4.9042785233375595e-06
0.427187269408023,1,sub-015,double,low,no,car,3.5298935160510325e-06,3.069628220255915e-05,2.9159722982274777e-06
0.212993805122096,1,sub-015,right,low,yes,car,6.514160290229737e-06,-1.850374875454328e-06,4.352214798273752e-06
0.260579420079011,1,sub-015,double,low,no,face,3.6596932534036454e-06,-2.8704649786377975e-05,2.9468226092550137e-06
0.21524604113074,1,sub-015,left,high,yes,car,6.085937179118292e-06,1.4177915945042026e-05,5.846450010336267e-06
0.711271238600602,1,sub-015,double,low,no,car,4.372227834526974e-06,-1.686470457523715e-05,2.505111688364839e-06
0.308590192697011,1,sub-015,double,high,no,face,-1.8947934396973572e-06,-8.246052160458368e-06,4.329730944513343e-06
0.292910582298646,1,sub-015,double,high,no,face,1.6932614656393637e-07,4.861076804401058e-07,4.02321579896815e-06
0.336747383349575,1,sub-015,double,high,no,car,8.20496886593081e-06,2.9963505036849778e-05,5.615508712012544e-06
0.275410884554731,1,sub-015,left,low,yes,car,4.400063452874384e-06,4.8802649666954346e-05,2.99947866717332e-06
0.249930965685053,1,sub-015,double,high,no,car,8.133758475501964e-06,-2.5167886516128168e-05,4.502543032771241e-07
0.351606217271183,1,sub-015,double,low,no,car,5.541816293399066e-06,4.9638393658565585e-05,5.127131327465695e-06
0.237350933573907,1,sub-015,right,high,yes,face,5.274499644865008e-06,2.038415649571771e-05,3.7408506281126534e-06
0.330381527339341,1,sub-015,right,high,yes,face,100.0,5.475570590913964e-05,1.3643976523504368e-06
0.346963348216377,1,sub-015,double,low,no,car,1.0470748123224072e-05,5.3570184692927514e-05,2.5485312200619727e-06
0.495216711249668,0,sub-015,left,low,yes,face,3.853166832413627e-06,1.4598415712093933e-05,9.941588290198356e-07
0.303961905214237,1,sub-015,double,high,no,face,4.033817698482833e-06,-1.8850790188966354e-05,1.6634850383988102e-06
0.401079879084136,1,sub-015,double,low,no,car,1.391301864808628e-06,-7.484695174493229e-06,-1.1343066681753602e-07
0.17829231361975,1,sub-015,left,high,yes,face,1.910960288178186e-06,-3.823719506430486e-06,5.333663963825321e-06
0.243812904751394,1,sub-015,right,high,yes,car,100.0,5.635949525285976e-05,3.0139133607332995e-06
0.185081080737291,1,sub-015,double,high,no,face,100.0,8.336058118429737e-05,5.457275937404779e-06
0.266830424545333,1,sub-015,double,low,no,face,3.383411099499186e-06,3.0070086700582005e-05,2.0839098458878744e-06
0.295909191569081,1,sub-015,right,low,yes,face,2.188044399648869e-06,-1.850246239405124e-05,1.7647987141871985e-06
0.208861296938267,1,sub-015,double,high,no,face,1.853338950332605e-06,3.603193219792817e-05,5.388057587930835e-06
0.11569831444649,1,sub-015,double,high,no,car,6.1590659757744574e-06,6.31912239501187e-05,7.372184679262982e-06
0.217643277079333,1,sub-015,left,low,yes,face,100.0,2.5253755755759227e-05,2.854190734114236e-06
0.303665929415729,1,sub-015,right,high,yes,face,8.866137922430116e-06,3.075909229183951e-05,7.987392348715022e-06
0.296827655547531,1,sub-015,left,high,yes,car,100.0,-1.0971896671892427e-05,-1.891787135003801e-06
0.362108290923061,1,sub-015,double,high,no,face,5.463790896411422e-06,3.8075249709180326e-05,3.1531044721126868e-06
0.282102344848681,1,sub-015,double,high,no,car,3.432411096750904e-06,-2.650014971812814e-05,1.01800948188062e-06
0.391381288471166,1,sub-015,left,high,yes,face,4.7694982939201805e-06,4.360690940100264e-05,5.69915296558308e-06
0.28484421747271,1,sub-015,double,low,no,face,100.0,4.500931026513584e-06,2.683720809896565e-06
0.383073199074715,1,sub-015,left,low,yes,car,5.537308398884505e-06,1.4753416089465548e-05,4.855724315397538e-06
0.370787152467528,1,sub-015,left,low,yes,face,5.036864302439205e-06,-1.5269251355955925e-05,9.67720093606159e-07
0.548023077775724,1,sub-015,double,low,no,face,6.913765921162182e-06,2.082698142520013e-05,8.067388120744246e-07
0.329578036791645,1,sub-015,left,high,yes,car,6.711659780558752e-06,9.99333586831011e-06,6.070290836403188e-06
0.246995588968275,1,sub-015,double,high,no,car,2.121123281206991e-06,5.742957582865879e-05,5.044943348770505e-06
0.349399146653013,1,sub-015,double,low,no,face,7.110159337610429e-06,1.9934744137920285e-05,9.991580777550638e-06
0.313085160916671,1,sub-015,double,low,no,car,4.037529497151415e-06,2.640331698607402e-05,3.810229073831587e-07
0.251601950498298,1,sub-015,double,low,no,face,1.638601843169733e-06,2.444098580481925e-05,3.3661719239233353e-06
0.270095289131859,1,sub-015,left,low,yes,face,2.342396913888421e-06,3.156136556995479e-05,6.745175545049955e-07
0.341728253872134,1,sub-015,left,high,yes,face,3.6708738202278923e-06,2.5154269810260234e-05,-6.776070203600104e-08
0.167016803316073,1,sub-015,right,high,yes,car,1.3576276298476332e-06,7.650963707278675e-05,1.0556745299494809e-06
0.185439408378443,1,sub-015,right,high,yes,face,3.6143865179355227e-06,-1.8624649359480626e-05,-6.626355653642775e-07
0.310533958632732,1,sub-015,left,low,yes,face,100.0,8.348245995041435e-06,1.3389408172288786e-06
0.510019532521255,1,sub-015,right,high,yes,face,1.9045266631434014e-06,-5.804737180151687e-06,9.026540194966322e-07
0.315811113454401,1,sub-015,double,high,no,car,2.4249666076726112e-06,5.396142452492194e-06,2.1281460877420055e-06
0.444763567153132,1,sub-015,left,high,yes,face,3.169338725581828e-07,-4.656924847146861e-06,-5.107505995201245e-07
0.214731913554715,1,sub-015,double,high,no,face,5.021656703985192e-06,-1.91449546441836e-05,1.1197852504953586e-06
0.512356414430542,1,sub-015,right,low,yes,car,3.755167183738239e-06,3.660463575940513e-05,-1.3258604522602432e-06
0.499496513191843,1,sub-015,double,high,no,face,6.222771322950453e-06,-3.5709259284276266e-05,2.629455953431252e-06
0.518663247465156,1,sub-015,left,low,yes,face,3.219879588999197e-06,-2.4819179384591624e-05,2.4176641307161522e-06
0.405165268894052,1,sub-015,left,high,yes,face,1.5333165171270574e-06,-2.461711820550087e-05,2.219789794200135e-06
0.233053494885098,1,sub-015,right,high,yes,car,-9.522218385289447e-08,1.779704811786952e-05,-4.5051257345988933e-07
0.301091189088766,1,sub-015,right,low,yes,car,5.130583814879852e-06,-1.2530926212146256e-05,3.0810505952858e-06
0.250828190444736,1,sub-015,double,low,no,car,-1.2078271879269047e-06,5.462287668693565e-05,5.99802488323508e-07
0.383993036375614,1,sub-015,double,low,no,car,100.0,-1.7041467152743404e-05,2.1880325488728945e-06
0.344115503365174,1,sub-015,double,low,no,car,8.841621056061614e-06,3.911486142974268e-05,3.768317098699747e-06
0.296648496674607,1,sub-015,right,low,yes,car,9.771509046463835e-07,-1.3461168154295244e-05,1.1980659355487577e-06
0.281704842695035,1,sub-015,double,high,no,face,6.6370451463165974e-06,6.41736154101942e-05,1.1313906477932183e-06
0.337921422091313,1,sub-015,double,low,no,car,1.114972796703393e-05,5.7409137624909114e-05,2.0810052802147438e-06
0.336007682635682,1,sub-015,left,low,yes,car,-1.1472281528179362e-06,3.616289297820649e-05,-1.5173672420484556e-06
0.438155581010506,1,sub-015,double,low,no,face,4.478510007213334e-06,2.1892483849787374e-05,1.3641476960780482e-06
0.394098289572867,1,sub-015,double,low,no,face,7.76248862276536e-06,-2.8341549285916998e-05,1.87096830687338e-06
0.228984132176265,1,sub-015,right,high,yes,face,9.018472640864821e-06,5.0495814252389706e-05,3.208490090772426e-06
0.319988359085983,1,sub-015,left,low,yes,car,2.1007933230787096e-07,-7.157950256404406e-06,-4.324328310414163e-06
0.386915575509192,1,sub-015,left,high,yes,face,6.599532979008489e-06,1.7031968365834073e-05,3.3476841938916003e-06
0.313333958620206,1,sub-015,left,low,yes,car,7.46742076595884e-06,5.848987723853677e-05,5.396689430623312e-06
0.287174123339355,0,sub-015,left,low,yes,car,4.106711498288049e-06,1.6957883859734734e-05,6.945680986850302e-06
0.310520409519086,1,sub-015,double,low,no,face,7.604831049269354e-06,7.331796880265899e-05,6.841775494422623e-06
0.331104287877679,1,sub-015,right,low,yes,face,8.61345485521993e-06,4.602264370602943e-05,4.097407855479262e-06
0.394168217055267,0,sub-015,double,low,no,face,8.1345157309817e-06,6.423659163792515e-05,3.889203974055204e-06
0.660653492406709,1,sub-015,double,low,no,face,3.212935718238684e-06,4.933851371144265e-05,-2.7925572532059467e-06
0.730814238282619,1,sub-015,left,low,yes,face,100.0,6.42828162141543e-05,1.1191900657242268e-06
0.443151207262417,1,sub-015,double,high,no,car,6.755976144731223e-07,-1.694389181191381e-05,6.014870372248191e-06
0.361298282106873,1,sub-015,right,high,yes,face,-1.1397080556500984e-06,-1.340783964084686e-05,5.632960397766231e-07
0.304435278463643,1,sub-015,right,low,yes,face,5.72089301593955e-06,3.107237185793255e-07,2.574400538973557e-06
0.533238326141145,1,sub-015,double,low,no,face,4.523696446348815e-06,1.007672038660246e-05,7.146032202870369e-06
0.295112933352357,1,sub-015,double,high,no,face,2.6881931600896996e-06,-1.475735306318718e-05,1.4843905226280646e-06
0.465304907382233,0,sub-015,double,low,no,face,3.002663890173487e-06,3.9185264249813314e-05,4.80342525649671e-06
0.234187518188264,1,sub-015,double,high,no,car,4.078236286634898e-06,-4.669582504669566e-05,9.84127237704464e-07
0.386052537040086,1,sub-015,right,low,yes,car,100.0,2.5696321000491974e-05,3.088815378153898e-06
0.480453633125762,1,sub-012,right,low,yes,face,8.661744066774898e-06,1.5163767771291426e-05,4.319478321890159e-06
0.322098731477126,0,sub-012,left,low,yes,car,8.289927650089234e-06,-3.3475910361940485e-06,7.506219571407635e-06
0.233388124582234,1,sub-012,double,high,no,face,7.708689834911768e-06,1.8720442600528663e-05,6.827739981935819e-06
0.372859135140061,1,sub-012,double,low,no,car,8.821790238342718e-06,4.416211063133002e-05,6.725092768408767e-06
0.347943870255222,1,sub-012,left,low,yes,car,1.0974813716588675e-07,2.4464494085448734e-05,-3.7554395896139015e-06
0.252391410490418,1,sub-012,left,high,yes,car,1.7809398578651778e-05,2.0348414614913114e-05,1.0756809903195387e-05
0.266185942684388,1,sub-012,double,low,no,car,4.672566366918354e-06,3.442727612631694e-05,2.840978445572586e-06
0.710328032218058,0,sub-012,double,low,no,car,1.1552058007816221e-05,1.3216429906925317e-05,1.378723370099042e-05
0.234674028393783,1,sub-012,left,high,yes,car,9.805177588705175e-06,2.8691371855757443e-05,4.56144524279936e-06
0.283932575141989,1,sub-012,right,high,yes,face,-1.0943413095008693e-06,7.531392949433238e-06,-2.2037325032777472e-06
0.330335620345068,1,sub-012,right,high,yes,car,1.0092154116975964e-05,1.6842298394890783e-05,6.9846533718631644e-06
0.372477820590575,1,sub-012,double,low,no,car,100.0,-1.5453955478732622e-05,7.462438384658261e-07
0.563225642891666,1,sub-012,double,low,no,car,2.2433158932615537e-06,-7.718793254864718e-07,1.2746598602637953e-07
0.266103453530377,1,sub-012,right,low,yes,car,7.942960098194499e-06,-8.965654245050308e-06,6.4521857011481405e-06
0.183685229588264,1,sub-012,left,high,yes,car,1.207952669141668e-05,9.225703081276687e-05,1.0858305723686906e-05
0.213458579714825,1,sub-012,right,low,yes,car,100.0,5.8807728130622536e-05,2.4268777294367467e-06
0.468411686958461,1,sub-012,double,low,no,face,1.3575301296037459e-05,4.081972757402055e-05,1.3502760644287176e-05
0.377051856136859,1,sub-012,double,high,no,car,7.495907507804224e-06,4.3044023910554705e-05,6.701844035976189e-06
0.448587323475294,1,sub-012,double,high,no,car,1.0318232971535396e-05,-5.391495162918006e-05,-3.2904384774498795e-06
0.572620400243068,1,sub-012,double,low,no,face,1.441032557615581e-05,-2.420013729815425e-05,1.2326089128814694e-05
0.513884432833947,1,sub-012,left,low,yes,car,4.074771163037328e-06,2.833767179112175e-06,4.556725800308328e-06
0.557827803019791,1,sub-012,double,low,no,face,-1.2519457842299742e-06,-3.077626383673318e-06,-2.2557504498637333e-06
0.326207172023715,1,sub-012,double,high,no,face,9.373385680329888e-06,2.1021796126356284e-05,9.462796032439203e-06
0.253753441867957,1,sub-012,right,low,yes,face,5.3535074635869305e-06,4.107147201183753e-05,5.559665996715945e-06
0.296987312279271,1,sub-012,left,high,yes,car,4.725634134748575e-06,6.185291871062878e-05,5.718683960810106e-06
0.414361895165712,1,sub-012,left,low,yes,face,1.4653603727045796e-06,-3.0683848070047094e-05,8.896178088870602e-07
0.718851090481621,0,sub-012,double,low,no,car,6.737691836338567e-06,7.511108620654549e-05,4.813198881696242e-06
0.372859637697729,1,sub-012,right,low,yes,car,1.5007040231336172e-05,3.258829703442763e-05,7.583957249143413e-06
0.359883078167513,1,sub-012,left,low,yes,face,8.278732807604873e-06,6.505466632280073e-05,6.575806365392595e-06
0.314583503289214,1,sub-012,double,high,no,face,6.510344254961416e-06,5.471884420035475e-05,5.742489800909457e-06
0.297282512789934,1,sub-012,double,high,no,car,1.0943246497675582e-06,4.1535979367645014e-05,-6.45943039109591e-07
0.281605600285729,1,sub-012,right,high,yes,car,4.759694484189428e-06,3.116729188188901e-05,2.2926632538578657e-06
0.276615183094691,1,sub-012,double,high,no,car,8.364979493790341e-06,-9.31180241718922e-06,9.468956917656113e-06
0.29414684517451,1,sub-012,double,high,no,car,4.308337188250842e-06,1.8081436804670137e-05,8.22753097062595e-06
0.370664412620499,1,sub-012,double,low,no,car,1.3452926089468372e-05,2.4272812977579822e-05,8.791375106367694e-06
0.266562363514822,1,sub-012,double,low,no,car,8.578172617036692e-06,2.3326823593697534e-05,1.0429107182425995e-05
0.264043274711184,1,sub-012,double,high,no,car,7.115010553096292e-06,7.693856257141317e-06,8.811578381533201e-06
0.188016514748597,1,sub-012,double,high,no,car,5.036020290894374e-06,3.471074981598423e-05,7.35011201123348e-06
0.336429293900437,1,sub-012,left,low,yes,car,1.2278285269637572e-05,1.0107428649644322e-05,1.0449964825126552e-05
0.123511436612716,1,sub-012,left,high,yes,car,8.380815880700088e-06,1.545771670002465e-05,5.203603559647919e-06
0.233787732736346,1,sub-012,double,high,no,car,9.247970155240473e-06,7.059917671921778e-05,6.2471998456916035e-06
0.263471968403792,1,sub-012,double,low,no,car,5.378903779002589e-06,8.794562892430283e-05,4.817235144025844e-06
0.272263626439781,1,sub-012,left,high,yes,car,6.894136049499805e-06,4.9032446060343055e-05,4.458585902183216e-06
0.237658047924015,1,sub-012,right,high,yes,car,1.4165676432967886e-05,7.07547741714575e-05,1.2503193181736e-05
0.314936311361635,1,sub-012,right,high,yes,face,7.000769534952719e-06,4.4995490344262575e-05,8.913039149512776e-06
0.232668237782491,1,sub-012,right,high,yes,car,1.2306275617152203e-05,7.236923784056159e-05,6.267399535335372e-06
0.288374164295419,1,sub-012,right,low,yes,car,1.357384785790278e-05,8.281298743479568e-05,9.457105340361955e-06
0.449489278039437,1,sub-012,left,low,yes,face,1.2195995818821837e-05,6.779630630802734e-05,8.445766731353446e-06
0.253108928798611,1,sub-012,left,low,yes,face,1.1349898935453064e-05,6.376350597031666e-05,1.1230160612568124e-05
0.444782365691026,1,sub-012,double,low,no,car,7.407399610292094e-06,3.3796501968218226e-05,1.6068093215115127e-05
0.440352128873201,1,sub-012,left,low,yes,face,2.9467841069348525e-06,1.0689903448139061e-05,1.30239933293556e-06
