a,a_std,a_subj.001,a_subj.003,a_subj.005,a_subj.006,a_subj.008,a_subj.010,a_subj.012,a_subj.015,a_subj.016,a_subj.017,st,v_Intercept,v_Intercept_std,v_Intercept_subj.001,v_Intercept_subj.003,v_Intercept_subj.005,v_Intercept_subj.006,v_Intercept_subj.008,v_Intercept_subj.010,v_Intercept_subj.012,v_Intercept_subj.015,v_Intercept_subj.016,v_Intercept_subj.017,"v_C(coherency, Treatment(""low""))[T.high]","v_C(coherency, Treatment(""low""))[T.high]_std","v_C(coherency, Treatment(""low""))[T.high]_subj.001","v_C(coherency, Treatment(""low""))[T.high]_subj.003","v_C(coherency, Treatment(""low""))[T.high]_subj.005","v_C(coherency, Treatment(""low""))[T.high]_subj.006","v_C(coherency, Treatment(""low""))[T.high]_subj.008","v_C(coherency, Treatment(""low""))[T.high]_subj.010","v_C(coherency, Treatment(""low""))[T.high]_subj.012","v_C(coherency, Treatment(""low""))[T.high]_subj.015","v_C(coherency, Treatment(""low""))[T.high]_subj.016","v_C(coherency, Treatment(""low""))[T.high]_subj.017",v_cpp_slope,v_cpp_slope_std,v_cpp_slope_subj.001,v_cpp_slope_subj.003,v_cpp_slope_subj.005,v_cpp_slope_subj.006,v_cpp_slope_subj.008,v_cpp_slope_subj.010,v_cpp_slope_subj.012,v_cpp_slope_subj.015,v_cpp_slope_subj.016,v_cpp_slope_subj.017,"v_cpp_slope:C(coherency, Treatment(""low""))[T.high]","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_std","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.001","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.003","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.005","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.006","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.008","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.010","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.012","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.015","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.016","v_cpp_slope:C(coherency, Treatment(""low""))[T.high]_subj.017",t_Intercept,t_Intercept_std,t_Intercept_subj.001,t_Intercept_subj.003,t_Intercept_subj.005,t_Intercept_subj.006,t_Intercept_subj.008,t_Intercept_subj.010,t_Intercept_subj.012,t_Intercept_subj.015,t_Intercept_subj.016,t_Intercept_subj.017,"t_C(prioritization, Treatment(""no""))[T.yes]","t_C(prioritization, Treatment(""no""))[T.yes]_std","t_C(prioritization, Treatment(""no""))[T.yes]_subj.001","t_C(prioritization, Treatment(""no""))[T.yes]_subj.003","t_C(prioritization, Treatment(""no""))[T.yes]_subj.005","t_C(prioritization, Treatment(""no""))[T.yes]_subj.006","t_C(prioritization, Treatment(""no""))[T.yes]_subj.008","t_C(prioritization, Treatment(""no""))[T.yes]_subj.010","t_C(prioritization, Treatment(""no""))[T.yes]_subj.012","t_C(prioritization, Treatment(""no""))[T.yes]_subj.015","t_C(prioritization, Treatment(""no""))[T.yes]_subj.016","t_C(prioritization, Treatment(""no""))[T.yes]_subj.017"
1.185856078021635,0.16022644964250715,1.1808754439169236,1.2118879390518658,1.1096316526014713,1.543901579127032,1.1253809802628854,0.7211514051527932,0.9860200477472142,0.9077129708649557,1.322609122402744,1.1628943787306512,0.18515151041602054,2.588808437967245,1.1866150830403082,2.7919899758491438,1.1716161971589005,2.7115559485075718,1.4486054563964226,2.6806584505973357,2.5089746726006976,2.204004285417979,1.5792488048270208,2.117150899787217,1.2308583039935752,1.882985540359926,1.305007474581067,1.1569509323345495,2.469672159752959,1.5886787540193137,2.8396391939979297,0.791980596604747,2.300185485719073,2.8860483088248507,2.051872287289247,1.1229403774321605,2.8817421491915884,-1.416357913666477e-05,3.801148334123074e-06,-1.0146916141762216e-05,-1.607692850644322e-05,-1.4405542332982085e-05,-1.0405838565988695e-05,-1.907098859366096e-05,-1.5444525021718354e-05,-1.9018851702723552e-05,-1.2191945065226227e-05,-8.99467130780843e-06,-1.71967978503377e-05,8.479202573228956e-06,1.002766012436582e-06,9.418474721002639e-06,9.17995340078416e-06,8.919797712596229e-06,7.529974177866598e-06,8.14887438699906e-06,9.125807929837705e-06,7.239114303638308e-06,8.592562914168168e-06,8.88178135327538e-06,8.774813944782906e-06,0.22182653578514286,0.029301042318736148,0.30666521489633847,0.21459323320827836,0.2263255866486128,0.273664664215723,0.22311948415834698,0.18822636936700157,0.20159162481820658,0.17369258074629393,0.2072365725862425,0.2569476347699814,-0.013017618414847028,0.011938693399590578,-0.03605381714349418,-0.017605136415072373,0.0021316558949440022,-0.0302389242302548,-0.021478967856458486,-0.011275217147569551,-0.014232604509218011,-0.002116744019207556,-0.044075363707992046,-0.012483971043531359
1.066396226996463,0.3070093468899878,1.1532188973969317,1.174965390113139,1.1094126456339197,1.4777874298626847,1.0805001129250429,0.6699471363801991,0.9543712195783506,0.9984120894404791,1.311008590693602,1.0939876027196012,0.1816059267441721,1.4659593599373189,0.6006268616288915,2.5815458225182977,0.877757585905634,2.1508748016720567,1.3555408214105313,2.4364926107172256,2.404681193638405,2.6536056016609626,1.675206167343516,1.8828572500164193,1.345232343382595,1.772396465102382,1.1730394678730403,0.9343698081596612,2.369425950380866,2.1845215339909516,2.9079376391708665,0.7852422188463242,2.4899309210478857,2.0059401286948106,2.2708293614391213,1.167178885422449,2.620348402511971,-1.5156766427166024e-05,3.4202274440532135e-06,-1.9958253080887472e-05,-1.6344159833781486e-05,-1.6840648108557132e-05,-1.8945614662565667e-05,-1.6414572459318836e-05,-1.3377027290731189e-05,-8.699308884647023e-06,-1.0455673167767765e-05,-1.3264280343335848e-05,-1.608689108312153e-05,8.636957785170724e-06,1.0280435953876402e-06,8.613426709157982e-06,8.90453270039267e-06,9.34261204340856e-06,6.709436442429431e-06,8.719044065980156e-06,7.285918943932858e-06,1.0132522772948322e-05,8.116759632590718e-06,6.28730500994972e-06,1.0053698027951684e-05,0.23371163512432797,0.03746090814058942,0.30311982339653953,0.19283082200397067,0.2287928123432648,0.2684719285425558,0.21812236738845237,0.1868333860287446,0.20653320636326555,0.1729854143370735,0.20969768594737842,0.25631183000951413,-0.02506592178208516,0.0192392791551588,-0.03155668747386246,-0.01913698413005242,0.001945375993338794,-0.039351121816153564,-0.011335394495543077,-0.013125729486948495,-0.01974914723152989,-0.024184565125227885,-0.0676326620329856,-0.009734577219236932
1.0998215117056336,0.1784641445792644,1.1077724379368203,1.18582312406813,1.1472111317035378,1.6102777963153856,1.0835884436877203,0.6768634710679001,1.0065840903972116,1.077292953018748,1.3028507178467286,1.1463848855887229,0.1805301079012721,1.660710568882689,0.7300265895392317,2.5246701951990254,1.1845047609669337,2.519138055271916,1.5460306610821593,2.876483970809827,2.1723660313785005,2.3544036536553,1.9587264067835017,2.188392967583061,0.934689832306103,1.604973463451564,1.0353119087115505,0.8717003571490818,2.438839330977994,2.3989681778632237,2.8051468295177364,0.9362415691923001,2.364861367686342,4.474709068960885,2.006633308257981,1.400032753502558,3.094279884836656,-1.5335576045258868e-05,2.9011988230271795e-06,-9.058263329926238e-06,-1.0724104120935263e-05,-1.457178101331472e-05,-1.8053877639369255e-05,-1.2943642091780825e-05,-1.2917365167896828e-05,-1.4700288772716858e-05,-1.6269998365583875e-05,-1.6783522571928186e-05,-1.69350375206438e-05,8.20908368301676e-06,1.0417754668269264e-06,7.827587575321526e-06,7.89062499790226e-06,9.370140601295111e-06,8.187677600142064e-06,1.1165612782285857e-05,6.778838636042423e-06,1.1442667566502247e-05,7.5350438707974315e-06,7.434122553069964e-06,7.783406906148986e-06,0.21671521656910073,0.037927424710562804,0.2966410228016085,0.20175947875451647,0.22721646489366923,0.27515423405146533,0.2317119756591805,0.17979091345758347,0.2092222761519788,0.1729138782895304,0.21876074928956452,0.2486829012793038,-0.02625063327293108,0.0131147307697864,-0.03840371775924642,-0.04160574080896246,0.004190625960666423,-0.049955533802232735,-0.01884323539131543,-0.013068372396280429,-0.016076444831650025,-0.02131672365638499,-0.0686364824609301,-0.007566830248319022
1.0851361013469814,0.2822893696707406,1.1868419767544929,1.146219549390901,0.9975695735899357,1.581714882702664,1.0497875472490539,0.683564594745699,1.0165122701171845,1.0071101962461417,1.2660865710210003,1.1167650363991526,0.1815161433075322,1.9825871424883492,0.653786794669271,2.6992951365607953,1.283635902075533,2.1768373279275743,1.544879669831433,2.893799839339691,2.1343984753638683,2.337746095596961,1.8065689199368726,1.9187930018399786,1.2065342543792525,2.3599720570319622,0.8323436306437586,0.6860073078575021,2.1391262382018286,2.091607342545963,2.8699807869620124,0.6226325204293078,2.102570880527857,3.7830851821674605,2.1650142874105245,1.5337813045006283,2.4576589253189836,-1.3458612810704812e-05,3.753732257569016e-06,-6.961848013697407e-06,-1.1759410332438943e-05,-1.7764195409494624e-05,-1.372176820504189e-05,-1.29472661749384e-05,-1.8577710450298087e-05,-8.932386211662655e-06,-1.5157144758808755e-05,-1.1175896416034315e-05,-1.2868639014388089e-05,7.479464342896503e-06,3.7628124539531572e-06,1.4425300699919109e-05,8.074824972201505e-06,2.9570787364460492e-06,9.748040680497591e-06,1.4590418645658156e-06,8.632542188261391e-06,8.997265175479138e-06,6.998290477024874e-06,8.936841071287522e-06,6.890600397691315e-06,0.23280420303612812,0.042501122008963235,0.2924615349676871,0.2194796177551308,0.23779545726926188,0.2828255945089124,0.2336040952589865,0.17962036622504923,0.20913807860882871,0.18341437462524735,0.23309471515427493,0.24258115975646993,-0.039599745174315075,0.04223044211403554,-0.03571316125844569,-0.02882832621981517,0.0013199388622006543,-0.04805283945655639,-0.02130952045290191,-0.007230795427440977,-0.015944395516236165,-0.017547086180328367,-0.07215979313491123,-0.013330084324833869
1.0664796961565082,0.2008814035869139,1.1570281387292018,1.2482461807726555,0.9418298604384688,1.4896676977939358,1.068177653880034,0.6954128589131089,1.0340570209916045,0.9656685411167792,1.3136289012155649,1.1560610082327158,0.1830760528901493,2.139487062632854,0.4896792872887615,2.8212135225854422,1.2731903086733496,2.1021844922065998,1.6679442325464542,2.930909451664166,2.2883146883595242,2.413701029366638,2.027263396588716,2.1322408367914947,0.9749534075022219,2.1501789285856248,0.7834572444805009,1.2390784771953367,2.516169390133543,1.9936665921932528,2.615163308746804,0.4620852216224966,1.986527043594758,3.6470298318083882,1.9599126886205265,1.608626111891701,2.4016515924713158,-1.3912574835917115e-05,4.477419977457635e-06,-1.666404022567708e-05,-1.1911283899096348e-05,-1.740950380602421e-05,-1.5045904580568426e-05,-1.2566596489786576e-05,-1.0926537958167945e-05,-1.2525766920625126e-05,-1.757672848531696e-05,-8.794045794979737e-06,-1.569308635543871e-05,8.978665859606967e-06,4.834368961862406e-06,1.4866651653785139e-05,1.1649882333510247e-06,1.2879979699995435e-05,4.1457453204425214e-07,9.420624537169115e-06,7.5093380717759575e-06,7.95958679128019e-06,1.2750684268965462e-06,7.68188953660404e-06,6.097830116805512e-06,0.21960265592849182,0.05631164817794876,0.3030566715402131,0.20794984758507112,0.24843700633216578,0.28528295757562033,0.22973151273153442,0.1796190600362922,0.20902755003027465,0.18433479663540608,0.23215433685247297,0.24019469148059283,-0.06214092854784266,0.04037227782478613,-0.033420243390683384,-0.031625937447768135,-0.001033626630894284,-0.05324322291540811,-0.013485161038933213,-0.006961887676013627,-0.02071919934428186,-0.013618535687287343,-0.07511968363547394,-0.02059626852024042
1.0628918547790558,0.28708420616798425,1.3397318306421533,1.154375961178686,0.8966474401058612,1.4711845603228706,1.1222040008270815,0.7302260395593739,0.9961023840756096,0.9730813791580938,1.314909067574249,1.1252885772309054,0.1833083624073755,2.221539413614637,1.1310066506267475,2.831212828315101,0.9380409347320808,1.9669773417513523,1.5046824407647001,2.5450737283736204,2.5111976747702753,2.5630364881050163,2.1041348015688843,2.032837089250646,1.4195649813256754,2.2409430302911333,1.4930788731440927,1.2295847888248772,1.9862147726146757,2.200071214324728,2.889270148414499,0.9284250348845076,2.1182231582477855,2.1539941375033815,1.0866732348409047,1.21854299575903,2.756781019702741,-1.0471763109422986e-05,5.771264879421753e-06,-8.725582176069941e-06,-1.267021878530169e-05,-1.607512954995957e-06,-3.368330533216915e-06,-2.02216133532805e-05,-7.900912724145189e-06,-1.1790862979788091e-05,-6.9451392502263455e-06,-1.2660314520066615e-05,-1.0027087224545882e-05,1.1330571455854288e-05,3.516860720139492e-06,4.7666249797235604e-06,1.1716939718798396e-05,1.2862724107010347e-05,1.723275435932031e-05,7.945091120665706e-06,1.252379689797317e-05,8.278644779757151e-06,1.0844291079775876e-05,8.448186240524045e-06,1.1430090347003449e-05,0.26978089008094225,0.08154691669981474,0.3004115223645326,0.21005292355942046,0.2464738965078376,0.30190342681578464,0.23134504001759582,0.17430145689174056,0.2070010404545644,0.17111928576056565,0.23201938625642118,0.24908047384117332,-0.031011315587090693,0.040740677698399966,-0.05824715795079292,-0.029713516870030602,0.0073039228976271645,-0.051598487518419396,-0.022811723988488596,-0.002940674222565271,-0.016241782330370765,-0.017619751870591463,-0.08526293925454592,-0.010414339739647987
1.0806188666792316,0.2885691838009433,1.1134154731403318,1.145738984268755,0.8922276349079131,1.425862177425841,1.1554616874372798,0.7476524835828752,0.9498144051663916,0.9844534501202151,1.3095426503264278,1.1721989765664933,0.18042703909550412,2.5939541061922347,1.0126373642265383,2.5602672887218807,0.871589984288321,2.089693790601865,1.6080764093753002,2.9150598488584563,3.010518695493847,2.656745597725235,2.086486894523793,1.8278929643720243,1.3251859931383765,2.4171435700813046,0.6883535957091895,1.1882123198598389,2.682061079920431,2.286745488474111,2.9214964432005637,1.2044344233880484,1.3948129888954623,2.2534720602862315,1.251229688279784,1.616291001204225,2.1423252275344287,-1.130074109278472e-05,5.67929807679182e-06,-6.786193457898056e-06,-1.5998389933129478e-05,-3.7767436915818676e-06,-9.30909070232786e-06,-1.1324087148531583e-05,-8.05277636868269e-06,-1.774558010722353e-05,-9.859919411518098e-06,-2.189663639997601e-05,-1.1781824353649224e-05,9.006631300941473e-06,5.608540590406161e-06,1.7692362607354813e-05,4.64398844303431e-06,6.542957767557846e-06,8.580745300297392e-06,9.42445079023531e-06,1.0273707797911205e-05,1.0161087206229474e-05,2.214406827765505e-05,8.837268572951339e-06,7.237840338112403e-06,0.23852237390287814,0.048720668888304175,0.30461286220538675,0.2075130463466723,0.24827049917118663,0.3021288444783472,0.24022215055884463,0.17316097237191566,0.20522949010993047,0.17081278510582112,0.22711714916770223,0.248052026988769,-0.009257397824469361,0.042508360079679924,-0.03597436719902348,-0.039931098264263575,-0.004458077407978909,-0.05039089950782984,-0.040826798376366366,-0.006158787893542177,-0.022895845169125875,-0.0228843653419376,-0.06881959785948535,-0.038164713777553594
1.0199928319449103,0.1449261502167137,1.1885050744136327,1.182590183804104,0.935931626811486,1.4128687495637033,1.048338209738042,0.7949624386650234,0.9527682873397909,0.9966522017835695,1.2901705355119442,1.1860260016110635,0.18118958484275727,2.323209834352712,0.6932057284265528,2.869683839519997,1.402355259295097,2.613620704596104,1.175668669337266,2.8841990768910786,2.9844201920690088,2.706093653049648,2.0062173556182676,1.88248601426858,1.2211910612294579,1.748188906038042,1.0039190295067457,0.5627068175895966,2.0262196882995087,2.4066053502704086,2.5976996080037984,0.8414878085115858,1.4687791718113306,2.809688259144883,1.5658644682605123,1.7686020126759208,1.9391199728021926,-1.3928550144388869e-05,5.326553362428002e-06,-1.3215460974599417e-05,-1.0006933427508998e-05,-2.393728445005092e-05,-1.7287998579455282e-05,-9.155468092388882e-06,-1.66082333404115e-05,-1.7343159102859868e-05,-6.8251765515977466e-06,-1.4363759436665861e-05,-1.6056270874735968e-05,7.48768006285934e-06,5.297243982164313e-06,1.1486381548100269e-05,6.7380153915064005e-06,6.034444765653447e-06,9.256373915959287e-06,-1.6166160213558804e-06,6.307533063578446e-06,8.9905329662601e-06,-1.9820463989041168e-07,3.7240680706899406e-06,5.056386771454053e-06,0.2606709476711007,0.04840593100277594,0.3042807653475993,0.20191200428606246,0.2581446770643929,0.29254793934271767,0.2371905962184596,0.176126246006772,0.2053550135056497,0.17117998183742475,0.22872023962703614,0.24743362986836673,-0.051089555544977565,0.04964289112682074,-0.03400178385881729,-0.025353236014387555,-0.01457214666621541,-0.05462102437733435,-0.03516936463767714,-0.00621919342936357,-0.016491672512961502,-0.019835906740203912,-0.09002767983184892,-0.03881321743203036
1.0968932610465023,0.16498268315595518,1.163650229410794,1.1680355360232877,0.9103323854001824,1.3950907606096297,1.0083838914968393,0.771002776229756,0.9603537941996798,1.0271007699153487,1.2460212105681985,1.1749612673170604,0.18337758801322257,2.290298618644137,0.6668356437594366,3.0857598886862077,1.4366774212203626,2.0895711507665244,1.4866426949889415,2.7521037097302576,2.7733233067449197,2.8916387848430225,2.1346993282850106,2.137890992722783,1.2605117669205563,2.0150685220131397,1.2032896672438076,0.29716972499841554,1.8892192976325943,2.1761558551367424,2.7672050420571925,0.643969017920809,1.6122127414708485,2.532411813423575,1.3774705782425574,1.485300471181977,2.05120940984987,-1.2740035719944728e-05,5.315046068408622e-06,-1.1323635860720414e-05,-1.0110487795823831e-05,-2.2648699480038992e-05,-1.65127904088714e-05,-1.826461223518221e-05,-1.692184141912438e-05,-1.428278827374559e-05,-1.2146312859999384e-05,-1.2102225841456796e-05,-3.519505512137058e-06,3.470983174784141e-06,5.226351719218052e-06,1.538177146982279e-06,7.676530386918872e-06,9.63012115834364e-06,6.331645782327438e-06,1.3904530818908276e-05,4.5274479920253505e-06,6.219381656208679e-06,1.0930012582522113e-05,4.1560950660992583e-07,4.986906988428726e-06,0.2399281777725975,0.06327550088336883,0.303554336326815,0.2111542425140585,0.27006290044688774,0.2883335049095395,0.2422466026671698,0.18162329200395488,0.21898767859239013,0.1669063859115412,0.24024743599495008,0.23165530273615992,-0.049676562620652454,0.025203052172726115,-0.054113158087913,-0.039531404369899714,-0.0176023302556874,-0.03795738054990648,-0.02964058509072485,-0.011434565645755327,-0.022923070316277105,-0.011300543317391859,-0.09909505688037529,0.0036716178313726464
1.0858550797656514,0.1821518414201934,1.15377986714384,1.1716781745309748,0.9759247953257294,1.4167994400117476,0.9635636512052727,0.7529372374112743,1.0484651236408178,0.9632017807075246,1.1995811380178873,1.2303928290069128,0.19264400174418475,2.0709721411605337,0.6646052960996723,2.7620052511222255,0.8593423238181992,2.280817130543865,1.3607525502791677,2.4011328023102227,2.722824383871993,3.0387483289861894,2.238089752544074,2.139997844286569,1.3800181794079591,1.3306304701580138,0.739587156491619,0.38753809182911036,2.2342489023142647,2.241895741472906,3.163809848605935,0.9177186544609728,1.3169376382218396,2.9718084286087767,0.5350841872638339,1.1952036552789298,2.219705353843081,-1.4851753709147537e-05,6.140916784207703e-06,-8.324543286326354e-06,-1.5284425941569306e-05,-7.761431628664504e-06,-1.3930558835392468e-05,-1.808023971859076e-05,-1.1275725629605302e-05,-1.821204846264325e-05,-2.2812284654542475e-05,-1.5884940976217358e-05,-1.2236669716983743e-05,3.5240116925356998e-06,5.316622954604523e-06,1.0722723152158472e-06,9.719050447541618e-07,-1.9358242966567574e-06,1.0170355898269588e-05,4.121288278249633e-06,8.734731014798393e-06,2.32732014157233e-06,1.356599341109771e-05,-3.831962408975953e-06,-2.873036392731437e-06,0.24754779233764024,0.06203050653647657,0.2909067631230809,0.21330359384539102,0.2587051109594063,0.301132394797207,0.24769670033857366,0.1818176515319765,0.22103048613113763,0.16428893071837952,0.24221967964051566,0.23063451429497298,-0.02091433782215439,0.04520312049120435,-0.03841424277220759,-0.02488099257251259,-0.022781879320332085,-0.04276131921325785,-0.036987157735495886,-0.01777759971001451,-0.03327857844235525,-0.0013848729284651334,-0.08437382256495285,-0.005516253353085608
