a,a_std,a_subj.001,a_subj.003,a_subj.005,a_subj.006,a_subj.008,a_subj.010,a_subj.012,a_subj.015,a_subj.016,a_subj.017,t,t_std,t_subj.001,t_subj.003,t_subj.005,t_subj.006,t_subj.008,t_subj.010,t_subj.012,t_subj.015,t_subj.016,t_subj.017,v_Intercept,v_Intercept_std,v_Intercept_subj.001,v_Intercept_subj.003,v_Intercept_subj.005,v_Intercept_subj.006,v_Intercept_subj.008,v_Intercept_subj.010,v_Intercept_subj.012,v_Intercept_subj.015,v_Intercept_subj.016,v_Intercept_subj.017,"v_C(coherency, Treatment(""low""))[T.high]",v_cpp_slope,"v_cpp_slope:C(coherency, Treatment(""low""))[T.high]"
1.2573751694462638,0.14639733497387641,1.4088094365148778,1.3710352034739686,1.438276338018257,1.572279169760082,1.2720291250783025,1.0218694641214157,1.25498699331269,1.1440075968326475,1.5474049685580145,1.4004714551249748,0.17646381227239966,0.07130919067403549,0.2179671062103521,0.13620898001714865,0.15673349290045124,0.20771034609249087,0.18659593285818984,0.10260605070364189,0.14040246668062809,0.12490673175561456,0.12548362159777074,0.18418817931383744,2.0315045072199305,0.6156779085787228,1.9358209491902845,1.1595862550215605,2.39268294346903,1.765843756039439,2.2979157889813786,1.713187479066895,1.996728230383899,1.8301552660441667,1.8451719521756793,1.49161983601734,1.360553674704091,4.13479853982939,-14.648013548021558
1.4889335537230117,0.23285577612220532,1.5253813988995581,1.3467187708839967,1.5068258942177546,1.5325372024577462,1.2748267131434439,1.0350431940489042,1.3204863074143405,1.1632390746440155,1.543189187849809,1.3933904235750594,0.16744163006256982,0.06220199323712153,0.21984559115764848,0.12888850829364887,0.1566029291929574,0.20785975007192314,0.1853335437142623,0.10015583356637366,0.14258095067740006,0.12431565076479908,0.12173172795415167,0.18393473964275453,1.6494282788967614,0.492604598338346,2.309467251627302,1.1833503626918291,2.137155396476722,1.5099845490328871,2.186223214065863,2.22510365128115,2.531385042921542,1.8060813362776607,1.8215876009368461,1.3662937864196405,1.335878155726431,18.6255135737773,2.2991955473016787
1.4175577519600044,0.17106233954890615,1.4694289579875395,1.3701878400285534,1.5068674325092781,1.6070483577824715,1.2682713349396737,1.1215245594142575,1.3601048814768402,1.1856379508608152,1.4453559193548395,1.3764004265247674,0.17849833934028614,0.0699719266743214,0.22513443733674304,0.13165416138100436,0.1587447281323605,0.20960825356423993,0.19779485523631524,0.09907652184591498,0.14131966653519323,0.10549329596458915,0.1312921638248627,0.18700795910754184,1.8852541668051013,0.42341385877866855,2.2711123395910615,1.1569810674973011,2.5660636928203218,1.4527046933776613,2.287502493528405,2.2621897773895068,2.521153743058482,1.4977108805597996,1.8679118544402584,1.458029670114024,1.3889183150822997,12.64698230569028,-11.576990908094498
1.3550975828927316,0.13707722477086554,1.4533495957709481,1.3870793412781763,1.5139114071985709,1.637612463383939,1.3384086233194075,1.0831109025296142,1.3451114858061688,1.193215270287603,1.383932174750006,1.3535400935757036,0.17965819795004204,0.0740619631848059,0.2270664365094325,0.1274826126537914,0.1593963801837436,0.20904449119096305,0.18840683629232763,0.1009463833228081,0.1371669192519934,0.10787643801925072,0.12684488389636112,0.18983777798422605,1.8906880017316174,0.36230931436114905,2.2623436862661683,1.2290640762330713,2.3358690537269187,1.570114235172693,2.480443049797266,2.018334030792418,2.39713294790672,1.511050962813323,1.7961938156620207,1.5597069400260475,1.4175543056779656,-9.883506309062058,18.673621274645456
1.415986488177254,0.18020288070742863,1.4777546343037624,1.470725831640803,1.5681934498996335,1.5608173647819146,1.4399226132351686,1.1057565274537435,1.3558779784906287,1.179688921554052,1.4279731082788505,1.3002928483881777,0.1829915346437537,0.04717446638441895,0.21923850590952695,0.13191964732829808,0.15505996239163694,0.2091483846296128,0.17555082546683023,0.09751574495359101,0.1454381881013539,0.10237537162907709,0.14513528814936374,0.20725912958183704,1.876427986160161,0.6813385213555907,2.2478084509676917,1.233154924586469,2.219784104929994,1.7469840842020914,2.3772089528988847,2.1597588088989657,2.768660613061057,1.4481361296258426,1.7895600571354784,1.5630068138149291,1.4022282072155832,-4.349228305171234,-1.9552618731878937
1.2296249277997937,0.1614409471304209,1.474997278592817,1.3125546182447219,1.542056230967865,1.6114162651059147,1.5045868918546719,1.1117234006194847,1.3723006857019346,1.2265500135947836,1.4291195559814727,1.3154369225001248,0.13864561206478787,0.04630596820894316,0.21377421748998215,0.13162800758796753,0.1508160163959066,0.2091843609289568,0.1751051205061278,0.09810139242332412,0.14098770733552327,0.0941921210263821,0.14588516012251185,0.18730475436409094,1.7139781699759922,0.46381929107401415,2.116667992711567,1.2718283812949873,2.3335276798895537,1.715286773521219,2.754133343958292,2.0549814706160237,2.6182507256432066,1.5408036444498856,1.9816240171594082,1.6267612024090896,1.4019788282382757,1.2303328306889085,-9.900712472378697
1.4375949031573452,0.18121304689634224,1.435969089652172,1.3399618563534186,1.5878851911517042,1.6602563993459596,1.5335287398694861,1.1481070776515454,1.3679948207935222,1.2491079496535502,1.5092676271684582,1.356627099457274,0.16456171347763904,0.04916750649525844,0.22130815347799823,0.13083134563726764,0.14760459599925924,0.19713532962726982,0.1653251014002165,0.09416217898756185,0.13561544393384128,0.10239223866586777,0.1316052550093656,0.18549070284426727,2.0441417682342493,0.6577813070080545,2.116341863908604,1.2914501774092177,2.251867617636532,1.6101591449179848,2.642473524604725,2.1911432695252318,2.615384839247154,1.6639485371471978,1.890807634675443,1.3683173760173506,1.4024638840946502,5.203841242579849,-3.841963009862175
1.3932466704839863,0.1663422274367139,1.4923093013936848,1.3096495911162356,1.590226465982047,1.670114231161227,1.4127829080685022,1.1335208145965847,1.320734276153959,1.2539402805726227,1.474943859940012,1.3685974173735052,0.17848201833415928,0.0613538792342609,0.21637993030360034,0.14426722273315204,0.1513326428056393,0.20360688223302228,0.1715170037339589,0.09467549570198676,0.14030101279932297,0.0861033734850618,0.13469413330342722,0.18574903452182068,1.941137915977873,0.6917288220681541,2.019980245193384,1.305526976777506,2.52897779310037,1.6211120124974212,2.5544788018999465,1.9619993256673964,2.4824057429042954,1.6807526484488644,1.8178892900319337,1.3068337692068857,1.449609132665718,12.619496423937052,3.0089544336865304
1.3689140642418005,0.169734529055232,1.501485165766018,1.2571838628376377,1.631303704958001,1.6695455524024125,1.4055603877655092,1.1250106185330637,1.3440402030705307,1.266758989785166,1.5391747020728757,1.3675641333543611,0.1719618394436529,0.07495808887057545,0.2180787420471663,0.14618266822790693,0.14463032024588593,0.19358146214209104,0.17405392217289375,0.0951760956880937,0.1438770254407608,0.08992388537249152,0.13548332819519857,0.18538363005882047,1.8877019865734534,0.5363694790650702,2.0405660846205715,0.9980538159355201,2.329408271541241,1.5838227199604507,2.4583255832775794,2.181798373926852,2.7000148478267296,1.5128074000525809,1.8228193730864073,1.288661691479627,1.4072587269655177,-7.010322842516018,24.09948628820258
1.3835647491362408,0.1974440788015958,1.5731039911446103,1.3283400852903715,1.6277875918155633,1.7059745577413492,1.3311867097710293,1.1040617187851993,1.3540336270291444,1.2683048028672588,1.5457592843030241,1.3172522830282176,0.1763292117181904,0.06546605746484821,0.21154369888253338,0.14891402860519082,0.14571248869382053,0.19740220083253804,0.17951681231465977,0.09273144278698399,0.13976375402023358,0.0942740225463004,0.12297171027904562,0.189268364654988,1.931550130969529,0.7116782591803664,2.45969906190646,1.333443022364749,2.2671584966655494,1.4848153310707712,2.3449769383415497,1.8503079705461578,2.6207887319464356,1.7259526841312405,1.6706099806749606,1.352558039810379,1.3994043424032827,-10.323610699489134,23.128447111106563
1.4372230477210048,0.23428296890509703,1.6033252861138458,1.3389278393339572,1.6294189912315133,1.769430648508552,1.2830484984167363,1.0504981028053886,1.333209999114536,1.2666674632775388,1.551881662757396,1.325334975376435,0.1678076136104129,0.05347857599476864,0.2147586827211446,0.13473747657718296,0.14800613975516605,0.19417253866040607,0.19049123374285867,0.09562929704537071,0.14222421559255183,0.09727845957854087,0.10488926713885213,0.19394803042361922,1.6377408661295705,0.7701835672184415,2.06155552883625,1.412612285214476,2.2883902910595335,1.6511172964193699,2.4658381871001236,2.0498238635913495,2.4657860377749166,1.4917199525588372,1.6204897284978,1.3617525194704776,1.5234713487502038,4.96341429150382,-3.472258266328417
1.4454027352647716,0.18583068494677252,1.7908675988268559,1.3785734647224526,1.5084251927416805,1.69686038841432,1.2975927214140404,1.1721765068257342,1.2822073534009437,1.218085567083882,1.5631442710458139,1.3173878344603525,0.14563159364700262,0.046277298923150585,0.1999163224154322,0.1335023581021996,0.15742432764775743,0.19862297166603915,0.19137208834713054,0.09588619344099568,0.14191287965438365,0.0959558406257028,0.12014804710563977,0.20129187512328237,2.1769478842393024,0.6203375816975637,2.703722566167007,1.4451770540539126,2.2593118524182123,1.6953298546758955,2.520389572215124,2.291684165930507,2.342730301128409,1.8312618061432897,1.818698269072823,1.368438319721671,1.5207803690749064,6.896626065857266,11.060616079946977
